vars,repeat_var,disaggregation,rank_1,rank_2,rank_3,percent_1,percent_2,percent_3
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Lobaye,deplaces_FA,cash_frais,prov_livres,cash_fournitures,21.3%,15.6%,13.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Lobaye,hote,cash_frais,prov_fournitures,cash_fournitures,25.2%,16.9%,13.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Haut_Mbomou,retournes,cash_frais,cash_fournitures,prov_fournitures,26.0%,20.8%,17.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mambere_Kadei,retournes,cash_frais,cash_fournitures,prov_fournitures,27.2%,26.0%,13.4%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Sangha_Mbaere,hote,cash_fournitures,cash_frais,prov_fournitures,31.6%,25.4%,11.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Sangha_Mbaere,deplaces_FA,cash_fournitures,cash_frais,prov_fournitures,24.0%,23.7%,19.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bamingui_Bangoran,retournes,sante,secal,wash,28.6%,26.7%,19.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bamingui_Bangoran,hote,secal,wash,sante,29.7%,23.6%,19.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bamingui_Bangoran,deplaces_site,wash,secal,sante,26.7%,20.4%,13.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bamingui_Bangoran,deplaces_FA,secal,wash,regroup_fam,33.4%,29.6%,21.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouham,hote,secal,wash,sante,28.4%,21.4%,20.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouham,deplaces_site,secal,wash,nfi,35.0%,20.0%,18.6%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouham,deplaces_FA,secal,wash,sante,33.6%,23.1%,16.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouham,retournes,secal,sante,wash,34.9%,17.0%,15.6%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Basse_Kotto,deplaces_site,secal,nfi,wash,30.2%,27.4%,16.2%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Basse_Kotto,deplaces_FA,secal,nfi,sante,22.9%,20.2%,19.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Basse_Kotto,hote,secal,nfi,wash,27.3%,22.8%,19.0%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Basse_Kotto,retournes,nfi,secal,sante,34.0%,31.9%,17.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Vakaga,hote,secal,sante,wash,25.9%,22.9%,17.3%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Vakaga,deplaces_FA,secal,sante,wash,26.3%,24.1%,15.2%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bangui,hote,wash,sante,secal,27.7%,25.2%,20.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bangui,retournes,sante,secal,wash,25.5%,25.2%,24.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bangui,deplaces_FA,secal,wash,sante,23.7%,22.9%,22.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouaka,deplaces_site,secal,wash,nfi,24.7%,22.1%,16.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouaka,deplaces_FA,secal,wash,sante,24.0%,21.6%,19.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouaka,hote,secal,sante,wash,24.7%,23.4%,19.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouaka,retournes,secal,nfi,wash,26.9%,20.0%,19.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Nana_Mambere,hote,secal,wash,sante,26.7%,23.9%,21.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Nana_Mambere,deplaces_FA,secal,nfi,wash,28.2%,25.2%,19.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Nana_Mambere,retournes,secal,sante,wash,29.3%,20.7%,17.3%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouham_Pende,hote,secal,wash,sante,29.7%,23.8%,14.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouham_Pende,deplaces_FA,secal,sante,wash,28.3%,16.7%,14.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouham_Pende,retournes,secal,wash,sante,27.0%,21.7%,18.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Nana_Gribizi,deplaces_site,secal,wash,nfi,31.9%,21.6%,16.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Nana_Gribizi,hote,secal,sante,wash,31.0%,17.7%,15.8%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Nana_Gribizi,deplaces_FA,secal,nfi,doc_leg,34.3%,25.5%,17.3%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Nana_Gribizi,retournes,secal,nfi,sante,32.6%,27.3%,19.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mbomou,hote,secal,wash,sante,26.7%,23.0%,20.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mbomou,retournes,secal,wash,sante,30.5%,29.9%,20.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mbomou,deplaces_site,secal,wash,sante,32.7%,20.3%,17.6%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mbomou,deplaces_FA,secal,wash,sante,26.6%,22.7%,17.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mambere_Kadei,deplaces_FA,secal,sante,wash,31.2%,21.0%,16.8%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mambere_Kadei,hote,secal,sante,wash,28.7%,24.6%,23.3%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ombella_MPoko,deplaces_FA,sante,secal,wash,29.1%,27.4%,18.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ombella_MPoko,hote,sante,secal,wash,27.3%,26.3%,20.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Kemo,hote,secal,wash,sante,25.9%,24.4%,20.2%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Kemo,deplaces_FA,secal,wash,sante,27.6%,17.8%,16.6%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Haut_Mbomou,deplaces_site,secal,wash,sante,32.4%,30.5%,17.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Haut_Mbomou,deplaces_FA,secal,wash,sante,35.2%,26.2%,23.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Haut_Mbomou,hote,secal,sante,wash,34.0%,28.6%,22.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Haute_Kotto,deplaces_FA,nfi,secal,wash,24.8%,23.7%,21.3%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Haute_Kotto,hote,secal,sante,nfi,29.1%,22.6%,16.8%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Haute_Kotto,retournes,wash,secal,nfi,21.3%,17.1%,16.8%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Haute_Kotto,deplaces_site,secal,wash,nfi,30.9%,29.1%,17.3%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Lobaye,deplaces_FA,wash,sante,secal,26.6%,23.2%,22.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Lobaye,hote,sante,secal,wash,24.3%,22.9%,22.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Haut_Mbomou,retournes,secal,wash,sante,33.6%,26.3%,26.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mambere_Kadei,retournes,secal,wash,sante,30.5%,22.2%,19.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Sangha_Mbaere,hote,secal,sante,wash,30.1%,22.5%,19.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Sangha_Mbaere,deplaces_FA,secal,wash,sante,30.0%,23.0%,21.7%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bamingui_Bangoran,retournes,cash_intrant_agri,cash_intrant_elev,cash_nourrit,23.5%,19.1%,18.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bamingui_Bangoran,hote,cash_intrant_agri,cash_nourrit,cash_nfi,22.2%,22.0%,16.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bamingui_Bangoran,deplaces_site,cash_nfi,cash_intrant_agri,cash_nourrit,24.9%,18.0%,17.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bamingui_Bangoran,deplaces_FA,cash_intrant_agri,cash_nourrit,conseils_agri,30.1%,29.0%,20.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouham,hote,cash_intrant_agri,cash_nourrit,cash_nfi,23.3%,23.0%,18.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouham,deplaces_site,cash_nourrit,cash_nfi,cash_intrant_agri,27.9%,17.3%,16.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouham,deplaces_FA,cash_nourrit,cash_intrant_agri,cash_nfi,25.0%,21.9%,21.5%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouham,retournes,cash_nourrit,cash_intrant_agri,cash_nfi,31.0%,22.4%,14.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Basse_Kotto,deplaces_site,cash_nourrit,cash_intrant_agri,cash_nfi,24.5%,21.2%,18.7%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Basse_Kotto,deplaces_FA,prov_intrant_agri,cash_nfi,prov_nourrit,19.8%,16.9%,15.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Basse_Kotto,hote,prov_intrant_agri,cash_intrant_agri,prov_nourrit,18.3%,16.8%,15.5%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Basse_Kotto,retournes,prov_nourrit,cash_intrant_agri,prov_intrant_agri,32.8%,19.0%,14.7%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Vakaga,hote,cash_nourrit,cash_intrant_agri,cash_intrant_elev,30.4%,20.1%,15.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Vakaga,deplaces_FA,cash_intrant_agri,cash_nourrit,cash_intrant_elev,28.0%,27.1%,19.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bangui,hote,cash_nourrit,prov_nourrit,cash_nfi,20.0%,19.2%,18.5%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bangui,retournes,cash_nourrit,prov_nourrit,cash_nfi,24.6%,23.9%,16.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bangui,deplaces_FA,cash_nourrit,cash_nfi,prov_nourrit,21.8%,20.2%,16.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouaka,deplaces_site,cash_nourrit,cash_intrant_agri,cash_nfi,25.7%,18.8%,14.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouaka,deplaces_FA,cash_nourrit,cash_intrant_agri,cash_nfi,29.3%,16.1%,15.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouaka,hote,cash_nourrit,cash_nfi,prov_intrant_agri,18.8%,18.3%,16.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouaka,retournes,prov_nourrit,cash_nfi,prov_intrant_agri,36.1%,17.0%,12.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Nana_Mambere,hote,cash_nourrit,cash_intrant_agri,prov_nourrit,25.0%,18.0%,15.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Nana_Mambere,deplaces_FA,prov_intrant_agri,prov_nourrit,cash_intrant_agri,26.0%,19.3%,15.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Nana_Mambere,retournes,cash_nourrit,cash_intrant_agri,prov_nourrit,25.3%,21.9%,14.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouham_Pende,hote,cash_intrant_agri,cash_nourrit,cash_nfi,23.4%,18.4%,14.5%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouham_Pende,deplaces_FA,cash_intrant_agri,cash_intrant_elev,cash_nourrit,20.2%,15.1%,15.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouham_Pende,retournes,cash_intrant_agri,cash_nourrit,cash_nfi,21.7%,16.5%,14.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Nana_Gribizi,deplaces_site,cash_nourrit,cash_intrant_agri,cash_intrant_elev,31.0%,23.1%,11.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Nana_Gribizi,hote,cash_intrant_agri,cash_nourrit,cash_nfi,31.5%,26.9%,15.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Nana_Gribizi,deplaces_FA,cash_intrant_agri,cash_nourrit,cash_intrant_elev,25.9%,22.9%,17.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Nana_Gribizi,retournes,cash_nourrit,cash_intrant_agri,prov_intrant_agri,31.8%,31.8%,19.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mbomou,hote,cash_nourrit,cash_intrant_agri,cash_intrant_elev,21.9%,19.5%,16.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mbomou,retournes,cash_nourrit,cash_intrant_agri,cash_nfi,29.0%,28.7%,20.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mbomou,deplaces_site,cash_nourrit,cash_intrant_agri,cash_nfi,32.7%,21.6%,19.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mbomou,deplaces_FA,cash_nourrit,cash_nfi,prov_intrant_agri,30.3%,28.0%,10.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mambere_Kadei,deplaces_FA,cash_nourrit,cash_intrant_agri,cash_nfi,28.4%,20.5%,20.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mambere_Kadei,hote,cash_nourrit,cash_intrant_agri,cash_nfi,29.1%,22.8%,15.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ombella_MPoko,deplaces_FA,cash_nourrit,prov_nourrit,cash_intrant_agri,19.3%,17.9%,16.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ombella_MPoko,hote,cash_intrant_agri,cash_nourrit,prov_intrant_agri,19.8%,19.5%,15.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Kemo,hote,cash_nourrit,cash_intrant_agri,cash_nfi,24.3%,19.5%,13.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Kemo,deplaces_FA,cash_nourrit,cash_intrant_agri,prov_intrant_agri,20.7%,17.6%,11.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Haut_Mbomou,deplaces_site,cash_intrant_agri,cash_nourrit,prov_nourrit,20.3%,17.1%,15.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Haut_Mbomou,deplaces_FA,prov_nourrit,cash_nourrit,cash_intrant_agri,19.8%,17.3%,15.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Haut_Mbomou,hote,prov_nourrit,cash_nourrit,cash_intrant_elev,25.4%,16.3%,14.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Haute_Kotto,deplaces_FA,cash_nourrit,cash_nfi,prov_nourrit,23.5%,23.1%,10.9%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Haute_Kotto,hote,cash_nourrit,cash_nfi,cash_intrant_elev,25.6%,22.0%,11.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Haute_Kotto,retournes,cash_nourrit,cash_nfi,cash_intrant_elev,17.3%,14.8%,14.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Haute_Kotto,deplaces_site,cash_nourrit,cash_nfi,cash_intrant_agri,21.8%,17.9%,13.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Lobaye,deplaces_FA,cash_nourrit,cash_nfi,cash_intrant_agri,30.2%,23.2%,17.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Lobaye,hote,cash_nourrit,cash_nfi,cash_intrant_agri,21.4%,20.1%,16.5%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Haut_Mbomou,retournes,cash_intrant_agri,cash_intrant_elev,prov_nourrit,27.8%,25.3%,15.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mambere_Kadei,retournes,cash_nourrit,cash_intrant_agri,cash_nfi,34.0%,22.0%,15.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Sangha_Mbaere,hote,cash_nourrit,cash_intrant_agri,prov_nourrit,23.3%,19.7%,17.7%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Sangha_Mbaere,deplaces_FA,cash_nourrit,cash_nfi,cash_intrant_agri,31.7%,21.9%,16.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bamingui_Bangoran,retournes,prov_vaccins,acces_transport,cash_frais_med,23.3%,16.3%,16.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bamingui_Bangoran,hote,cash_frais_med,prov_vaccins,acces_staff_cs,18.4%,15.9%,15.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bamingui_Bangoran,deplaces_site,acces_staff_cs,acces_staff_domicile,prov_medicament,20.8%,13.9%,12.8%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bamingui_Bangoran,deplaces_FA,cash_frais_med,acces_staff_cs,acces_transport,18.0%,16.8%,16.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouham,hote,cash_frais_med,acces_staff_domicile,acces_staff_cs,14.4%,13.8%,13.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouham,deplaces_site,prov_vaccins,acces_transport,prov_medicament,18.1%,15.6%,12.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouham,deplaces_FA,acces_staff_cs,prov_medicament,cash_frais_med,23.0%,18.5%,15.3%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouham,retournes,prov_medicament,cash_frais_med,acces_transport,29.3%,20.5%,10.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Basse_Kotto,deplaces_site,cash_frais_med,prov_medicament,acces_staff_cs,25.2%,18.6%,12.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Basse_Kotto,deplaces_FA,prov_medicament,prov_vaccins,acces_staff_cs,27.3%,16.2%,14.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Basse_Kotto,hote,prov_medicament,acces_staff_cs,cash_frais_med,25.9%,17.0%,14.7%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Basse_Kotto,retournes,prov_medicament,prov_cs,cash_frais_med,20.8%,18.5%,13.2%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Vakaga,hote,prov_medicament,prov_vaccins,acces_staff_cs,24.8%,18.3%,17.2%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Vakaga,deplaces_FA,prov_medicament,acces_staff_cs,acces_staff_domicile,27.3%,21.6%,13.2%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bangui,hote,prov_medicament,prov_cs_proximite,acces_staff_cs,17.5%,16.6%,16.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bangui,retournes,prov_medicament,prov_cs_proximite,acces_staff_domicile,19.7%,15.8%,15.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bangui,deplaces_FA,prov_medicament,acces_staff_cs,acces_staff_domicile,18.0%,17.0%,12.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouaka,deplaces_site,prov_medicament,cash_frais_med,acces_staff_cs,20.2%,17.2%,15.7%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouaka,deplaces_FA,cash_frais_med,prov_medicament,acces_staff_cs,27.6%,17.8%,12.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouaka,hote,prov_medicament,acces_staff_cs,cash_frais_med,28.3%,15.7%,13.8%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouaka,retournes,prov_medicament,acces_staff_cs,cash_frais_med,26.2%,16.2%,13.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Nana_Mambere,hote,prov_medicament,cash_frais_med,acces_transport,26.3%,19.5%,14.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Nana_Mambere,deplaces_FA,prov_cs,prov_cs_proximite,acces_pr_handic,20.0%,19.8%,18.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Nana_Mambere,retournes,cash_frais_med,prov_medicament,prov_cs,22.3%,21.8%,11.8%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouham_Pende,hote,prov_medicament,cash_frais_med,acces_staff_cs,20.5%,18.8%,13.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouham_Pende,deplaces_FA,cash_frais_med,acces_staff_cs,prov_medicament,20.0%,18.3%,10.3%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouham_Pende,retournes,prov_medicament,acces_transport,cash_frais_med,21.3%,17.2%,15.2%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Nana_Gribizi,deplaces_site,cash_frais_med,acces_transport,prov_medicament,22.7%,15.5%,14.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Nana_Gribizi,hote,cash_frais_med,prov_medicament,acces_staff_cs,25.5%,15.0%,11.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Nana_Gribizi,deplaces_FA,acces_staff_cs,prov_cs_proximite,prov_vaccins,23.4%,17.0%,14.7%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Nana_Gribizi,retournes,acces_transport,acces_staff_cs,acces_staff_domicile,27.5%,24.3%,21.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mbomou,hote,cash_frais_med,prov_medicament,acces_staff_cs,20.8%,20.1%,19.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mbomou,retournes,cash_frais_med,acces_staff_cs,prov_medicament,34.2%,20.9%,16.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mbomou,deplaces_site,cash_frais_med,acces_staff_cs,acces_transport,29.3%,19.4%,14.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mbomou,deplaces_FA,cash_frais_med,acces_staff_cs,prov_medicament,26.6%,21.8%,19.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mambere_Kadei,deplaces_FA,cash_frais_med,acces_staff_cs,prov_cs_proximite,29.5%,14.1%,10.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mambere_Kadei,hote,cash_frais_med,prov_medicament,acces_transport,27.3%,22.6%,10.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ombella_MPoko,deplaces_FA,prov_medicament,prov_cs_proximite,acces_staff_cs,22.5%,16.7%,14.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ombella_MPoko,hote,prov_medicament,prov_cs_proximite,acces_staff_cs,20.5%,17.7%,12.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Kemo,hote,cash_frais_med,prov_medicament,acces_staff_cs,16.8%,15.2%,13.8%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Kemo,deplaces_FA,cash_frais_med,prov_medicament,acces_staff_domicile,14.6%,13.3%,13.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Haut_Mbomou,deplaces_site,prov_medicament,prov_vaccins,acces_transport,32.6%,17.0%,16.7%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Haut_Mbomou,deplaces_FA,prov_medicament,prov_cs,acces_staff_domicile,20.3%,17.0%,15.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Haut_Mbomou,hote,prov_medicament,acces_staff_cs,cash_frais_med,28.0%,16.1%,15.7%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Haute_Kotto,deplaces_FA,acces_staff_cs,cash_frais_med,prov_cs,18.5%,15.4%,13.8%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Haute_Kotto,hote,cash_frais_med,prov_medicament,prov_cs_proximite,18.5%,16.9%,15.7%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Haute_Kotto,retournes,cash_frais_med,prov_medicament,acces_staff_cs,20.8%,16.2%,10.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Haute_Kotto,deplaces_site,prov_medicament,cash_frais_med,acces_staff_cs,20.1%,15.1%,11.7%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Lobaye,deplaces_FA,prov_medicament,acces_staff_cs,cash_frais_med,19.5%,18.8%,14.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Lobaye,hote,cash_frais_med,prov_medicament,acces_staff_cs,20.9%,18.7%,14.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Haut_Mbomou,retournes,prov_medicament,prov_vaccins,cash_frais_med,33.6%,24.9%,23.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mambere_Kadei,retournes,cash_frais_med,prov_medicament,prov_vaccins,25.5%,25.4%,12.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Sangha_Mbaere,hote,prov_medicament,acces_transport,cash_frais_med,20.3%,19.8%,15.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Sangha_Mbaere,deplaces_FA,cash_frais_med,prov_medicament,acces_staff_domicile,26.4%,11.4%,10.4%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bamingui_Bangoran,retournes,hygiene_insuff,quantite_insuff,mixte,26.7%,26.7%,17.7%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bamingui_Bangoran,hote,quantite_insuff,mixte,hygiene_insuff,29.5%,17.1%,16.8%
