vars,repeat_var,disaggregation,rank_1,rank_2,rank_3,percent_1,percent_2,percent_3
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bangassou,,cash_frais,cash_fournitures,cash_nourriture,35.2%,14.8%,13.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Nana_Bakassa,,cash_fournitures,cash_frais,cash_nourriture,39.5%,23.4%,11.1%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Rafai,,cash_frais,cash_fournitures,prov_fournitures,32.4%,27.4%,11.4%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ngaoundaye,,prov_fournitures,prov_livres,prov_uniformes,23.1%,18.9%,14.9%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ippy,,prov_fournitures,cash_frais,prov_livres,30.5%,16.8%,14.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Berberati,,cash_frais,cash_fournitures,prov_fournitures,26.0%,17.2%,13.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mbres,,cash_fournitures,cash_livres,prov_fournitures,32.6%,19.6%,17.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bimbo,,cash_fournitures,cash_frais,prov_fournitures,19.1%,18.7%,14.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Grimari,,cash_frais,cash_fournitures,prov_fournitures,23.2%,16.4%,15.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Sibut,,prov_fournitures,cash_fournitures,cash_frais,20.6%,16.9%,16.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ndjoukou,,prov_fournitures,prov_livres,acces_repas,24.6%,20.4%,12.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Baboua,,prov_fournitures,cash_fournitures,cash_frais,21.3%,18.2%,15.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Abba,,prov_fournitures,cash_fournitures,cash_frais,23.5%,18.5%,12.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Obo,,cash_frais,cash_fournitures,prov_fournitures,26.8%,17.8%,16.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Kabo,,cash_fournitures,cash_frais,prov_fournitures,36.1%,18.5%,15.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Kouango,,prov_fournitures,prov_livres,cash_frais,34.2%,24.0%,15.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouango,,cash_fournitures,cash_frais,prov_fournitures,25.1%,18.2%,10.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Gambo,,cash_frais,cash_nourriture,prov_fournitures,23.6%,16.3%,13.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Nangha_Boguila,,cash_fournitures,acces_repas,prov_fournitures,26.6%,16.3%,12.4%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Damara,,cash_frais,prov_fournitures,cash_fournitures,26.0%,17.8%,17.4%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bozoum,,prov_fournitures,prov_livres,prov_uniformes,22.9%,16.1%,15.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bossemtele,,prov_fournitures,cash_frais,prov_uniformes,24.7%,20.6%,13.4%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Paoua,,prov_fournitures,prov_livres,acces_repas,22.2%,15.3%,9.52%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Dekoa,,prov_fournitures,cash_frais,acces_repas,20.8%,20.1%,16.9%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mala,,prov_fournitures,prov_livres,cash_frais,25.7%,18.5%,15.9%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bria,,cash_frais,prov_fournitures,cash_fournitures,22.0%,20.2%,17.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bakouma,,prov_fournitures,cash_frais,autre,25.4%,24.2%,15.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Boali,,cash_frais,cash_fournitures,prov_livres,20.4%,19.5%,15.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bamingui,,cash_livres,cash_frais,prov_livres,17.0%,15.4%,12.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Baoro,,cash_frais,prov_fournitures,cash_fournitures,24.5%,22.4%,13.4%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mbaiki,,cash_frais,prov_fournitures,cash_livres,22.3%,16.3%,13.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Zangba,,prov_fournitures,prov_livres,acces_repas,30.9%,17.4%,12.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Zemio,,cash_fournitures,cash_frais,cash_livres,28.8%,26.8%,18.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Batangafo,,cash_nourriture,cash_frais,cash_fournitures,21.4%,16.8%,14.1%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Yaloke,,cash_frais,prov_fournitures,cash_fournitures,21.8%,16.5%,16.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bossembele,,cash_fournitures,prov_livres,cash_frais,22.1%,18.0%,16.9%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Carnot,,cash_frais,cash_fournitures,cash_livres,33.5%,23.5%,11.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Gadzi,,autre,cash_frais,cash_fournitures,33.9%,18.4%,16.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Gamboula,,cash_frais,cash_fournitures,prov_fournitures,27.7%,19.4%,17.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bambio,,cash_frais,cash_fournitures,prov_fournitures,26.7%,25.1%,21.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Boganda,,cash_frais,cash_fournitures,prov_fournitures,24.6%,24.0%,14.1%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Kembe,,cash_fournitures,cash_frais,prov_fournitures,17.5%,17.2%,15.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Satema,,prov_fournitures,cash_frais,autre,20.4%,20.3%,15.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Markounda,,prov_fournitures,prov_livres,acces_repas,28.1%,22.8%,16.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mongoumba,,prov_fournitures,prov_livres,cash_frais,27.2%,13.2%,11.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Dede_Mokouba,,cash_frais,cash_fournitures,cash_livres,26.9%,24.5%,16.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Sosso_Nakombo,,prov_fournitures,cash_frais,cash_fournitures,28.2%,19.0%,16.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Nola,,cash_fournitures,cash_frais,cash_nourriture,32.6%,24.5%,12.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Boganangone,,cash_fournitures,cash_frais,prov_fournitures,20.8%,20.4%,16.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Boda,,cash_frais,cash_transport,prov_fournitures,37.0%,12.2%,11.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Amada_Gaza,,cash_frais,cash_fournitures,cash_nourriture,34.3%,23.3%,11.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bayanga,,cash_fournitures,cash_frais,cash_livres,33.3%,30.0%,20.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bogangolo,,prov_fournitures,cash_frais,prov_livres,22.8%,18.7%,15.8%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ndele,,secal,wash,sante,30.4%,21.7%,20.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bouca,,wash,sante,secal,28.0%,27.7%,15.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Alindao,,secal,nfi,sante,29.9%,24.2%,18.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Birao,,secal,sante,wash,25.1%,22.9%,17.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bangui,,wash,sante,secal,27.0%,24.8%,21.0%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mobaye,,secal,nfi,wash,29.5%,28.7%,16.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bambari,,wash,sante,secal,21.5%,20.3%,19.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bouar,,secal,wash,sante,26.2%,24.1%,20.2%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bocaranga,,secal,wash,sante,30.4%,23.5%,18.0%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bossangoa,,secal,sante,wash,30.9%,22.0%,20.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Kaga_Bandoro,,secal,wash,nfi,29.7%,20.9%,16.8%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Koui,,secal,wash,sante,31.2%,19.7%,13.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bakala,,wash,secal,sante,25.1%,18.7%,18.2%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bangassou,,secal,wash,sante,27.7%,26.5%,20.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Nana_Bakassa,,secal,wash,sante,28.3%,25.6%,22.6%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Rafai,,secal,sante,wash,34.2%,22.9%,15.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ngaoundaye,,secal,wash,sante,30.9%,23.1%,16.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ippy,,wash,secal,sante,24.7%,20.9%,17.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Berberati,,secal,wash,sante,27.4%,20.4%,19.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mbres,,secal,wash,sante,30.8%,22.5%,16.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bimbo,,secal,sante,wash,28.6%,26.7%,20.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Grimari,,sante,wash,secal,26.6%,24.8%,20.0%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Sibut,,secal,wash,sante,26.9%,21.2%,20.3%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ndjoukou,,secal,wash,sante,23.3%,21.5%,19.2%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Baboua,,wash,secal,sante,26.1%,25.9%,19.2%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Abba,,secal,sante,wash,28.9%,23.5%,16.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Obo,,secal,sante,wash,34.5%,28.0%,20.6%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Kabo,,secal,nfi,sante,33.9%,17.1%,13.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Kouango,,secal,nfi,sante,25.7%,25.0%,21.2%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Ouango,,wash,secal,sante,25.9%,24.5%,21.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Gambo,,secal,educ,sante,23.3%,21.1%,16.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Nangha_Boguila,,secal,wash,sante,29.3%,27.0%,25.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Damara,,secal,sante,wash,27.5%,25.7%,22.3%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bozoum,,secal,wash,sante,28.0%,25.0%,18.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bossemtele,,secal,sante,wash,27.7%,22.4%,17.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Paoua,,secal,wash,sante,25.7%,23.0%,15.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Dekoa,,secal,wash,sante,27.8%,25.3%,18.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mala,,secal,wash,sante,26.7%,26.5%,20.8%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bria,,secal,wash,sante,25.6%,20.3%,17.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bakouma,,secal,wash,sante,28.9%,23.2%,22.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Boali,,sante,wash,secal,30.5%,23.0%,21.6%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bamingui,,secal,wash,sante,29.1%,28.1%,21.2%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Baoro,,secal,sante,nfi,29.7%,25.8%,14.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mbaiki,,wash,sante,secal,25.8%,25.0%,20.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Zangba,,secal,nfi,sante,26.7%,22.1%,21.3%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Zemio,,secal,sante,wash,33.8%,26.4%,23.0%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Batangafo,,secal,wash,nfi,32.9%,18.2%,15.8%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Yaloke,,sante,wash,secal,28.6%,20.6%,19.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bossembele,,sante,secal,wash,28.6%,24.8%,20.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Carnot,,secal,sante,wash,29.2%,28.0%,22.8%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Gadzi,,secal,wash,sante,30.4%,26.1%,23.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Gamboula,,secal,sante,wash,26.5%,24.5%,17.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bambio,,sante,wash,secal,25.0%,22.8%,22.4%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Boganda,,secal,sante,wash,28.4%,21.5%,19.0%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Kembe,,secal,sante,wash,25.7%,23.3%,21.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Satema,,sante,secal,wash,23.2%,22.1%,20.3%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Markounda,,secal,sante,wash,32.3%,26.3%,22.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Mongoumba,,sante,secal,wash,27.4%,25.1%,24.9%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Dede_Mokouba,,secal,wash,sante,34.8%,25.0%,21.2%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Sosso_Nakombo,,secal,sante,wash,35.9%,22.6%,22.0%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Nola,,secal,sante,wash,31.0%,22.8%,18.5%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Boganangone,,secal,sante,wash,27.6%,22.6%,18.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Boda,,secal,sante,wash,24.7%,21.9%,20.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Amada_Gaza,,secal,wash,sante,37.0%,27.8%,22.7%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bayanga,,secal,wash,sante,32.7%,20.1%,19.1%
rep_souhaitee_1 rep_souhaitee_2 rep_souhaitee_3,Bogangolo,,sante,wash,secal,25.8%,25.7%,17.5%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ndele,,cash_nourrit,cash_intrant_agri,cash_nfi,21.8%,21.7%,16.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bouca,,cash_intrant_agri,prov_intrant_agri,cash_intrant_elev,22.0%,20.1%,13.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Alindao,,cash_intrant_agri,cash_nourrit,prov_intrant_agri,17.8%,17.3%,15.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Birao,,cash_nourrit,cash_intrant_agri,cash_intrant_elev,29.1%,19.4%,15.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bangui,,cash_nourrit,prov_nourrit,cash_nfi,20.3%,18.9%,18.5%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mobaye,,cash_intrant_agri,cash_nfi,cash_nourrit,22.6%,17.7%,16.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bambari,,cash_nourrit,prov_nourrit,cash_intrant_agri,28.2%,21.6%,21.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bouar,,cash_nourrit,cash_intrant_agri,cash_intrant_elev,26.9%,18.2%,15.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bocaranga,,cash_nourrit,cash_intrant_agri,cash_nfi,28.1%,20.2%,17.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bossangoa,,cash_nourrit,cash_nfi,cash_intrant_agri,25.3%,22.1%,19.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Kaga_Bandoro,,cash_intrant_agri,cash_nourrit,cash_nfi,29.2%,27.7%,14.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Koui,,cash_intrant_agri,cash_nourrit,prov_nourrit,21.7%,16.9%,15.9%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bakala,,prov_intrant_agri,cash_nourrit,prov_nourrit,20.0%,16.9%,16.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bangassou,,cash_nourrit,cash_nfi,cash_intrant_agri,32.5%,26.0%,16.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Nana_Bakassa,,cash_nourrit,cash_intrant_agri,cash_nfi,28.1%,19.8%,15.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Rafai,,cash_nourrit,cash_intrant_agri,cash_nfi,24.6%,22.9%,18.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ngaoundaye,,cash_intrant_agri,prov_nourrit,cash_nfi,20.0%,16.8%,15.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ippy,,cash_nfi,cash_intrant_agri,prov_nourrit,19.6%,17.0%,16.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Berberati,,cash_nourrit,cash_intrant_agri,cash_nfi,24.7%,19.2%,12.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mbres,,cash_nourrit,cash_intrant_agri,cash_nfi,27.7%,27.5%,18.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bimbo,,cash_intrant_agri,cash_nourrit,prov_nourrit,21.7%,19.5%,15.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Grimari,,cash_nourrit,cash_intrant_agri,prov_intrant_agri,17.5%,15.8%,15.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Sibut,,cash_nourrit,cash_intrant_agri,prov_intrant_agri,22.5%,18.7%,13.5%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ndjoukou,,cash_nourrit,cash_intrant_agri,cash_nfi,27.8%,17.8%,16.7%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Baboua,,cash_intrant_agri,cash_nourrit,prov_intrant_agri,20.7%,20.4%,19.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Abba,,cash_nourrit,cash_intrant_agri,prov_nourrit,20.3%,20.0%,17.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Obo,,prov_nourrit,cash_intrant_agri,cash_nourrit,17.4%,17.3%,14.9%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Kabo,,cash_intrant_agri,cash_nourrit,cash_nfi,28.3%,26.0%,24.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Kouango,,prov_intrant_agri,cash_nfi,cash_nourrit,22.2%,20.1%,16.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Ouango,,cash_intrant_agri,cash_nourrit,cash_intrant_elev,21.6%,20.2%,19.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Gambo,,cash_intrant_elev,prov_intrant_agri,cash_nourrit,19.8%,19.1%,13.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Nangha_Boguila,,cash_intrant_agri,cash_nourrit,prov_intrant_agri,21.8%,20.0%,18.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Damara,,cash_intrant_agri,cash_nourrit,prov_intrant_agri,21.6%,21.6%,15.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bozoum,,cash_intrant_agri,prov_nourrit,cash_nourrit,19.4%,16.5%,15.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bossemtele,,cash_nourrit,prov_intrant_agri,cash_intrant_agri,19.2%,18.5%,18.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Paoua,,cash_intrant_agri,prov_intrant_agri,prov_nourrit,24.8%,17.0%,13.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Dekoa,,cash_nourrit,cash_intrant_agri,cash_nfi,23.3%,22.0%,11.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mala,,prov_intrant_agri,cash_nourrit,cash_intrant_agri,19.3%,16.4%,15.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bria,,cash_nourrit,cash_nfi,cash_intrant_agri,24.4%,18.7%,15.7%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bakouma,,cash_intrant_agri,cash_nourrit,cash_nfi,21.8%,19.6%,15.9%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Boali,,cash_intrant_agri,prov_nourrit,prov_intrant_agri,18.3%,16.8%,16.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bamingui,,cash_intrant_agri,cash_nourrit,cash_intrant_elev,30.5%,23.6%,19.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Baoro,,cash_nourrit,prov_intrant_agri,cash_intrant_agri,21.6%,21.5%,20.2%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mbaiki,,cash_nourrit,cash_nfi,cash_intrant_agri,19.9%,19.7%,16.9%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Zangba,,prov_intrant_agri,prov_nourrit,cash_nfi,25.1%,21.0%,12.9%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Zemio,,prov_nourrit,cash_intrant_agri,cash_intrant_elev,26.6%,18.0%,13.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Batangafo,,cash_nourrit,cash_intrant_agri,cash_nfi,30.4%,25.1%,20.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Yaloke,,cash_nourrit,prov_intrant_agri,prov_nourrit,17.4%,17.3%,15.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bossembele,,cash_nourrit,prov_nourrit,prov_intrant_agri,20.3%,15.9%,14.7%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Carnot,,cash_nourrit,cash_intrant_agri,cash_nfi,32.7%,22.0%,17.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Gadzi,,cash_nourrit,cash_intrant_agri,cash_nfi,30.4%,22.5%,19.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Gamboula,,cash_intrant_agri,cash_nourrit,cash_nfi,26.7%,25.2%,14.5%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bambio,,cash_intrant_agri,cash_nourrit,cash_intrant_elev,25.2%,17.1%,15.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Boganda,,cash_nourrit,cash_intrant_agri,cash_nfi,26.7%,19.5%,14.3%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Kembe,,cash_nourrit,cash_nfi,cash_intrant_agri,20.8%,20.1%,17.9%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Satema,,cash_intrant_agri,cash_nourrit,cash_intrant_elev,20.2%,18.5%,16.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Markounda,,cash_intrant_agri,cash_nourrit,cash_nfi,27.2%,27.0%,12.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Mongoumba,,cash_intrant_agri,cash_nourrit,prov_nourrit,25.3%,22.7%,14.4%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Dede_Mokouba,,cash_nourrit,cash_intrant_agri,cash_nfi,29.1%,23.1%,19.5%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Sosso_Nakombo,,cash_nourrit,cash_nfi,cash_intrant_agri,27.8%,21.6%,19.1%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Nola,,cash_nourrit,cash_intrant_agri,prov_nourrit,24.9%,19.2%,17.6%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Boganangone,,cash_nourrit,cash_nfi,cash_intrant_agri,28.1%,23.3%,12.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Boda,,cash_nourrit,cash_nfi,cash_intrant_agri,25.3%,24.2%,15.8%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Amada_Gaza,,cash_nourrit,cash_intrant_agri,cash_nfi,30.1%,24.3%,14.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bayanga,,cash_nourrit,cash_nfi,prov_nourrit,26.7%,18.6%,16.0%
secal_13_reponse_1 secal_13_reponse_2 secal_13_reponse_3,Bogangolo,,prov_intrant_agri,prov_nourrit,cash_intrant_agri,23.1%,17.8%,16.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ndele,,cash_frais_med,prov_vaccins,acces_staff_cs,17.9%,17.3%,15.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bouca,,acces_staff_cs,prov_medicament,prov_cs,18.3%,18.2%,15.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Alindao,,prov_medicament,cash_frais_med,acces_staff_cs,24.1%,15.1%,13.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Birao,,prov_medicament,prov_vaccins,acces_staff_cs,25.6%,19.2%,17.4%
